DATE(MODE),DATE(MEAN),AUTHOR,PATH
1999-11-03,1999-04-19,jim,man/nohup.x
2009-11-01,2009-11-01,gscrivano,man/nproc.x
2012-12-07,2012-12-07,assafgordon,man/numfmt.x
2012-12-27,2008-01-05,P,man/od.x
1999-11-03,1999-04-19,jim,man/paste.x
1999-11-03,1999-04-19,jim,man/pathchk.x
1999-11-03,1999-06-25,jim,man/pinky.x
1999-11-03,1999-04-19,jim,man/pr.x
1999-11-03,1999-04-19,jim,man/printenv.x
1999-11-03,2003-05-14,jim,man/printf.x
1999-11-03,1999-06-03,jim,man/ptx.x
1999-11-03,2002-09-04,jim,man/pwd.x
2003-01-10,2009-06-03,jim,man/readlink.x
2011-12-27,2011-12-27,P,man/realpath.x
2006-02-21,2004-11-26,jim,man/rm.x
1999-11-03,2001-10-20,jim,man/rmdir.x
2007-02-03,2007-02-03,jim,man/runcon.x
1999-11-03,1999-04-19,jim,man/seq.x
2000-10-23,2012-05-30,P,man/sha1sum.x
2005-10-24,2011-02-07,jim,man/sha224sum.x
2005-10-24,2011-02-07,jim,man/sha256sum.x
2005-10-24,2011-02-07,jim,man/sha384sum.x
2005-10-24,2011-02-07,jim,man/sha512sum.x
1999-11-03,2000-12-31,jim,man/shred.x
2006-08-09,2006-08-09,eggert,man/shuf.x
1999-11-03,2001-08-04,jim,man/sleep.x
1999-11-03,2004-04-03,jim,man/sort.x
1999-11-03,1999-04-19,jim,man/split.x
2001-12-02,2005-07-17,jim,man/stat.x
2008-12-17,2011-04-22,P,man/stdbuf.x
1999-11-03,1999-04-19,jim,man/stty.x
1999-11-03,1999-04-19,jim,man/sum.x
2015-03-05,2008-12-09,jim,man/sync.x
1999-11-03,2004-09-19,jim,man/tac.x
1999-11-03,2004-11-01,jim,man/tail.x
1999-11-03,1999-04-19,jim,man/tee.x
2018-06-14,2016-07-06,eggert,man/test.x
2008-03-28,2009-11-06,P,man/timeout.x
2008-01-29,2005-06-23,bob,man/touch.x
2022-02-15,2015-02-06,eggert,man/tr.x
1999-11-03,1999-04-19,jim,man/true.x
2008-03-29,2008-05-23,P,man/truncate.x
1999-11-03,1999-06-03,jim,man/tsort.x
1999-11-03,1999-04-19,jim,man/tty.x
1999-11-03,2001-10-19,jim,man/uname.x
1999-11-03,2000-08-15,jim,man/unexpand.x
1998-10-04,2004-01-06,jim,man/uniq.x
2002-04-12,2003-07-31,jim,man/unlink.x
2000-04-05,2000-04-05,jim,man/uptime.x
1999-11-03,2004-10-19,jim,man/users.x
1999-11-03,1999-08-13,jim,man/vdir.x
1998-10-04,2000-11-10,jim,man/wc.x
1999-11-03,1999-04-19,jim,man/who.x
1998-10-04,2004-10-06,jim,man/whoami.x
1999-11-03,1999-04-19,jim,man/yes.x
2002-07-02,2004-08-31,jim,po/POTFILES.in
2012-08-31,2012-11-27,jim,scripts/autotools-install
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/.gitignore
2019-08-03,2019-08-08,assafgordon,scripts/build-older-versions/README.older-versions
2019-08-03,2019-08-07,assafgordon,scripts/build-older-versions/build-older-versions.sh
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-5.0-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-5.97-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-6.10-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-6.11-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-6.12-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-7.2-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-8.13-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-8.17-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-8.18-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-8.24-on-glibc-2.28.diff
2019-08-03,2019-08-03,assafgordon,scripts/build-older-versions/coreutils-8.4-on-glibc-2.28.diff
2011-10-21,2011-10-21,jim,scripts/git-hooks/applypatch-msg
2011-11-19,2012-10-03,jim,scripts/git-hooks/commit-msg
2011-11-13,2011-11-13,jim,scripts/git-hooks/pre-applypatch
2011-10-21,2011-10-22,jim,scripts/git-hooks/pre-commit
2006-10-22,2007-06-21,jim,src/.gitignore
2012-03-05,2004-11-16,jim,src/basename.c
2018-12-28,2016-09-27,assafgordon,src/basenc.c
2016-11-01,2016-11-01,P,src/blake2/.gitignore
2016-11-01,2016-12-13,P,src/blake2/b2sum.c
2016-11-01,2017-06-03,P,src/blake2/b2sum.h
2016-11-01,2017-01-12,P,src/blake2/blake2-impl.h
2016-11-01,2017-01-12,P,src/blake2/blake2.h
2016-11-01,2016-11-12,P,src/blake2/blake2b-ref.c
1992-11-08,2002-04-20,jim,src/cat.c
2007-01-05,2007-11-14,jim,src/chcon.c
2003-10-16,2002-03-17,jim,src/chgrp.c
1992-11-01,2004-07-20,jim,src/chmod.c
2004-12-11,2006-05-18,jim,src/chown-core.c
2000-12-10,2004-12-11,jim,src/chown-core.h
2003-10-16,2002-09-09,jim,src/chown.c
2014-05-16,2010-01-06,P,src/chroot.c
1992-11-08,2010-11-26,jim,src/cksum.c
2021-09-06,2021-06-14,P,src/cksum.h
2021-02-03,2021-02-17,ztion1,src/cksum_pclmul.c
2008-04-21,2004-09-07,jim,src/comm.c
1997-01-11,2009-11-14,jim,src/copy.c
1997-02-02,2005-09-24,jim,src/copy.h
2014-06-06,2014-10-19,deymo,src/coreutils-arch.c
2014-06-06,2014-10-19,deymo,src/coreutils-dir.c
2014-06-06,2014-10-19,deymo,src/coreutils-vdir.c
2014-06-06,2014-09-12,deymo,src/coreutils.c
2001-10-07,2001-01-11,jim,src/cp-hash.c
2002-12-16,2010-10-03,jim,src/cp-hash.h
1992-11-01,2004-08-12,jim,src/cp.c
2021-09-06,2021-09-06,P,src/crctab.c
1992-11-08,1999-08-24,jim,src/csplit.c
1993-12-23,2002-11-19,jim,src/cut.c
2005-09-14,2005-01-09,jim,src/date.c
2005-03-27,2003-06-17,jim,src/dcgen
1992-11-01,2008-01-14,jim,src/dd.c
2012-08-30,2008-10-10,jim,src/df.c
2016-10-05,2016-12-06,jim,src/die.h
2021-09-07,2011-10-30,P,src/digest.c
1996-04-29,2002-11-06,jim,src/dircolors.c
2006-11-27,2007-11-11,jim,src/dircolors.hin
2012-03-10,2003-06-29,jim,src/dirname.c
2003-03-08,2005-04-18,jim,src/du-tests
2005-06-24,2005-09-09,jim,src/du.c
1992-11-01,2001-02-14,jim,src/echo.c
2019-02-16,2016-05-31,assafgordon,src/env.c
2016-06-25,2016-11-05,assafgordon,src/expand-common.c
2016-06-25,2016-11-11,assafgordon,src/expand-common.h
1992-11-08,2001-03-30,jim,src/expand.c
1992-11-01,2002-04-28,jim,src/expr.c
2003-04-11,2006-01-07,jim,src/extract-magic
2012-09-17,2012-04-09,jim,src/factor.c
2005-07-18,2005-07-18,eggert,src/false.c
2010-07-16,2011-01-23,dajoker,src/find-mount-point.c
2010-07-16,2013-09-13,dajoker,src/find-mount-point.h
1994-09-30,1998-05-04,jim,src/fmt.c
1992-11-08,1999-01-21,jim,src/fold.c
2017-02-12,2017-05-28,eggert,src/force-link.c
2021-11-01,2021-11-01,eggert,src/force-link.h
2008-11-20,2009-12-19,P,src/getlimits.c
2008-01-26,2009-03-08,jay,src/group-list.c
2008-01-26,2010-01-02,jay,src/group-list.h
2008-01-26,2009-07-07,jay,src/groups.c
2003-05-04,2004-07-11,jim,src/head.c
1997-09-17,2002-01-05,jim,src/hostid.c
1994-05-09,2002-07-06,jim,src/hostname.c
1992-11-01,2006-04-07,jim,src/id.c
1992-11-01,2006-10-17,jim,src/install.c
2011-06-12,2013-08-06,jay,src/ioblksize.h
1992-11-08,2002-07-05,jim,src/join.c
2002-04-29,2003-08-22,jim,src/kill.c
2003-07-06,2003-07-06,jim,src/lbracket.c
2008-12-17,2010-11-07,P,src/libstdbuf.c
2002-04-12,2004-09-03,jim,src/link.c
2018-10-20,2008-10-13,jim,src/ln.c
2012-09-01,2013-11-04,stefano.lattarini,src/local.mk
1992-11-01,2001-04-26,jim,src/logname.c
2012-09-17,2013-05-15,tg,src/longlong.h
1993-06-17,1993-06-17,jim,src/ls-dir.c
1993-06-17,1993-06-17,jim,src/ls-ls.c
1993-06-17,1993-06-17,jim,src/ls-vdir.c
1992-11-01,2006-03-31,jim,src/ls.c
1993-06-17,1999-01-11,jim,src/ls.h
2012-09-17,2013-03-24,tg,src/make-prime-list.c
2013-11-27,2007-06-08,eggert,src/mkdir.c
1992-11-01,2004-05-24,jim,src/mkfifo.c
1992-11-01,2004-01-12,jim,src/mknod.c
2007-06-03,2008-11-09,jim,src/mktemp.c
2022-01-30,2005-07-02,jim,src/mv.c
1992-11-01,2002-12-28,jim,src/nice.c
1992-11-08,1999-11-29,jim,src/nl.c
2003-07-12,2006-05-02,jim,src/nohup.c
2009-11-01,2010-06-04,gscrivano,src/nproc.c
2012-12-07,2013-07-12,assafgordon,src/numfmt.c
1992-11-08,1999-08-09,jim,src/od.c
2008-03-28,2010-06-24,P,src/operand2sig.c
2008-03-28,2010-11-23,P,src/operand2sig.h
1992-11-08,2000-04-03,jim,src/paste.c
2004-10-18,2002-04-15,eggert,src/pathchk.c
1997-08-03,2000-09-23,jim,src/pinky.c
1992-11-08,1998-01-30,jim,src/pr.c
1992-11-01,2000-09-24,jim,src/printenv.c
1992-11-01,2000-06-26,jim,src/printf.c
2008-03-11,2008-11-01,ovasik,src/prog-fprintf.c
2008-03-11,2009-09-16,ovasik,src/prog-fprintf.h
1998-08-15,2001-06-28,jim,src/ptx.c
2004-04-20,2005-02-17,jim,src/pwd.c
2003-01-10,2006-02-03,jim,src/readlink.c
2011-12-27,2012-09-03,P,src/realpath.c
2012-03-23,2012-11-07,P,src/relpath.c
