DATE(MODE),DATE(MEAN),AUTHOR,PATH
2010-04-17,2011-08-13,glennrp,scripts/pnglibconf.h.prebuilt
2010-04-17,2014-01-09,glennrp,scripts/pnglibconf.mak
2010-04-25,2010-12-21,glennrp,libpng.pc.in
2010-04-25,2011-09-25,glennrp,projects/vstudio/pngtest/pngtest.vcxproj
2010-04-25,2012-08-08,glennrp,projects/vstudio/libpng/libpng.vcxproj
2010-04-25,2012-10-18,glennrp,projects/vstudio/zlib/zlib.vcxproj
2010-04-25,2012-12-19,glennrp,projects/vstudio/zlib.props
2010-04-28,2009-09-10,glennrp,contrib/pngminim/decoder/README
2010-04-28,2010-03-18,glennrp,contrib/pngminim/preader/makefile
2010-04-28,2010-04-16,glennrp,contrib/pngminim/encoder/makefile
2010-04-28,2010-04-21,glennrp,contrib/pngminim/decoder/makefile
2010-04-28,2010-07-10,glennrp,contrib/pngminim/preader/pngusr.dfa
2010-04-28,2010-08-02,glennrp,contrib/pngminim/decoder/pngusr.dfa
2010-04-28,2010-08-22,glennrp,contrib/pngminim/README
2010-04-28,2010-11-13,glennrp,contrib/pngminim/encoder/pngusr.dfa
2010-07-30,2012-03-27,jbowler,contrib/libtests/pngvalid.c
2010-07-31,2010-07-31,glennrp,projects/visualc71/PRJ0041.mak
2010-07-31,2010-07-31,glennrp,projects/visualc71/README_zlib.txt
2010-07-31,2010-07-31,glennrp,projects/visualc71/libpng.sln
2010-07-31,2010-07-31,glennrp,projects/visualc71/zlib.vcproj
2010-07-31,2010-08-02,glennrp,projects/visualc71/pngtest.vcproj
2010-07-31,2010-08-05,glennrp,projects/visualc71/libpng.vcproj
2010-07-31,2010-10-10,glennrp,projects/visualc71/README.txt
2010-08-02,2012-02-17,glennrp,projects/vstudio/pngvalid/pngvalid.vcxproj
2010-08-19,2013-02-01,glennrp,contrib/tools/chkfmt.sh
2010-08-25,2011-08-24,glennrp,projects/vstudio/pnglibconf/pnglibconf.vcxproj
2011-05-05,2009-02-03,glennrp,pngerror.c
2011-06-11,2011-06-11,jbowler,projects/owatcom/libpng.tgt
2011-06-11,2011-06-11,jbowler,projects/owatcom/pngtest.tgt
2011-06-11,2011-06-13,jbowler,projects/owatcom/pngvalid.tgt
2011-06-11,2011-07-27,jbowler,projects/owatcom/pngconfig.mak
2011-06-11,2011-08-13,jbowler,projects/owatcom/libpng.wpj
2011-11-03,2012-02-26,mans.r...,arm/filter_neon.S
2011-11-08,2009-06-26,glennrp,pngwrite.c
2011-11-12,2011-12-10,jbowler,contrib/tools/makesRGB.c
2011-11-17,2011-11-21,jbowler,projects/owatcom/pngstest.tgt
2011-11-17,2012-01-02,jbowler,contrib/tools/cvtcolor.c
2011-11-17,2012-07-03,jbowler,contrib/tools/sRGB.h
2011-11-17,2013-01-31,jbowler,projects/vstudio/pngstest/pngstest.vcxproj
2011-11-17,2013-06-02,glennrp,contrib/README.txt
2011-11-17,2014-06-01,jbowler,contrib/libtests/timepng.c
2011-11-25,2012-01-11,jbowler,contrib/examples/pngpixel.c
2011-11-25,2012-01-25,jbowler,contrib/examples/iccfrompng.c
2011-11-25,2012-02-07,jbowler,contrib/examples/README.txt
2011-11-25,2012-06-11,jbowler,contrib/examples/pngtopng.c
2011-11-27,2009-10-01,glennrp,pngconf.h
2011-11-29,2012-04-09,jbowler,contrib/tools/README.txt
2011-11-29,2012-09-27,jbowler,contrib/tools/intgamma.sh
2011-12-22,2007-09-11,glennrp,scripts/makefile.solaris
2011-12-22,2008-07-30,glennrp,pngmem.c
2011-12-22,2009-06-20,glennrp,scripts/makefile.linux
2011-12-22,2009-11-27,glennrp,scripts/makefile.dj2
2012-01-28,2012-05-15,jbowler,autogen.sh
2013-03-03,2007-03-20,glennrp,pngwutil.c
2013-03-03,2007-11-17,glennrp,pngtest.c
2013-03-03,2007-12-11,glennrp,pngget.c
2013-03-03,2008-09-18,glennrp,pngrutil.c
2013-03-03,2008-11-22,glennrp,png.h
2013-03-03,2009-07-24,glennrp,pngset.c
2013-03-03,2011-01-12,glennrp,pngread.c
2013-03-03,2011-05-23,glennrp,png.c
2013-03-03,2011-11-11,glennrp,pngstruct.h
2013-03-03,2012-10-01,glennrp,pngpriv.h
2013-03-03,2013-01-21,glennrp,contrib/libtests/pngstest.c
2013-03-03,2013-03-03,glennrp,contrib/libtests/gentests.sh
2013-03-03,2013-03-03,glennrp,scripts/macro.lst
2013-03-03,2013-04-07,glennrp,contrib/tools/checksum-icc.c
2013-03-03,2013-04-26,glennrp,scripts/dfn.awk
2013-03-03,2013-04-29,glennrp,scripts/prefix.c
2013-03-03,2013-06-22,glennrp,scripts/intprefix.c
2013-03-03,2013-07-05,glennrp,contrib/libtests/fakepng.c
2013-03-03,2013-07-21,glennrp,contrib/libtests/readpng.c
2013-03-03,2013-08-04,glennrp,contrib/libtests/tarith.c
2013-03-03,2013-08-07,glennrp,contrib/libtests/pngunknown.c
2013-03-03,2013-09-12,glennrp,scripts/pnglibconf.dfa
2013-03-03,2013-09-23,glennrp,pngusr.dfa
2013-03-03,2013-12-01,glennrp,contrib/libtests/makepng.c
2013-03-03,2014-02-28,glennrp,projects/vstudio/pngunknown/pngunknown.vcxproj
2013-03-03,2014-05-29,glennrp,arm/arm_init.c
2013-03-03,2014-06-09,glennrp,tests/pngunknown-IDAT
2013-03-03,2014-06-09,glennrp,tests/pngunknown-discard
2013-03-03,2014-06-09,glennrp,tests/pngunknown-if-safe
2013-03-03,2014-06-09,glennrp,tests/pngunknown-sTER
2013-03-03,2014-06-09,glennrp,tests/pngunknown-save
2013-03-03,2014-06-09,glennrp,tests/pngunknown-vpAg
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-16-to-8
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-alpha-mode
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-background
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-expand16-alpha-mode
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-expand16-background
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-expand16-transform
