DATE(MEAN)	DATE(MODE)	WHO(MODE)	PATH
2017-12-08	2017-06-30	Rafa Hernandez	app/src/mqtt/java/org/flyve/mdm/agent/ui/MDMAgent.java
2017-10-23	2017-07-30	Rafa Hernández	app/src/mqtt/java/org/flyve/mdm/agent/ui/MainActivity.java
2017-10-17	2017-07-26	Rafa Hernández	app/src/mqtt/java/org/flyve/mdm/agent/ui/SplashActivity.java
2017-07-30	2017-07-18	Rafa Hernández	app/src/mqtt/res/layout/fragment_information.xml
2017-09-06	2017-09-06	Rafa Hernandez	app/src/test/java/org/flyve/inventory/agent/ExampleUnitTest.java
2018-01-09	2017-06-01	Alexander Salas Bastidas	build.gradle
2018-06-08	2018-05-28	Naylin Medina	ci/README.md
2018-07-26	2018-07-26	Rafa Hernandez	ci/scripts/app_certification.sh
2019-07-16	2019-07-16	Stanislas	ci/scripts/ci_licenses.sh
2018-01-18	2017-09-18	Rafa Hernandez	ci/scripts/commit_version.sh
2018-06-19	2018-06-13	Naylin Medina	ci/scripts/create_about_data.sh
2018-07-01	2018-06-27	Naylin Medina	ci/scripts/create_documentation.sh
2018-09-10	2018-09-10	Rafa Hernandez	ci/scripts/deploy_alpha.sh
2018-07-13	2018-06-27	Naylin Medina	ci/scripts/deploy_production.sh
2018-07-19	2018-06-27	Naylin Medina	ci/scripts/generate_documentation.sh
2018-03-21	2017-09-18	Naylin Medina	ci/scripts/github_release.sh
2018-08-03	2018-07-23	Rafa Hernandez	ci/scripts/google_cloud.sh
2018-04-02	2018-06-13	Naylin Medina	ci/scripts/push_changes.sh
2018-03-06	2017-11-01	Naylin Medina	ci/scripts/push_screenshot.sh
2018-08-06	2018-07-26	Rafa Hernandez	ci/scripts/release.sh
2018-04-26	2017-09-18	Rafa Hernandez	ci/scripts/setup_environment.sh
2019-07-30	2019-07-22	Alexander Salas Bastidas	ci/scripts/setup_ruby_gems.sh
2017-12-05	2017-09-18	Rafa Hernandez	ci/scripts/transifex.sh
2018-07-27	2018-07-27	Rafa Hernandez	ci/scripts/validate_running.sh
2017-07-14	2017-07-14	Rafa Hernández	fastlane/Appfile
2018-02-17	2017-07-14	Rafa Hernández	fastlane/Fastfile
2017-12-02	2017-11-01	Rafa Hernandez	fastlane/Screengrabfile
2017-07-23	2017-07-14	Rafa Hernández	fastlane/actions/sign_apk.rb
2017-07-20	2017-07-20	Rafa Hernández	fastlane/actions/telegram.rb
2017-07-14	2017-07-14	Rafa Hernández	fastlane/actions/zipalign.rb
2017-06-23	2017-06-01	Alexander Salas Bastidas	gradle.properties
2018-05-28	2017-09-18	Rafa Hernandez	gradle/wrapper/gradle-wrapper.properties
2017-09-18	2017-09-18	Rafa Hernandez	gradlew
2017-09-18	2017-09-18	Rafa Hernandez	gradlew.bat
2018-02-20	2017-08-22	Rafa Hernández	package.json
2018-11-28	2018-11-28	Rafa Hernandez	policies/.gitignore
2018-11-28	2018-11-28	Rafa Hernandez	policies/build.gradle
2018-11-28	2018-11-28	Rafa Hernandez	policies/proguard-rules.pro
2018-11-28	2018-11-28	Rafa Hernandez	policies/src/androidTest/java/com/workshop/policies/ExampleInstrumentedTest.java
2018-11-28	2018-11-28	Rafa Hernandez	policies/src/main/AndroidManifest.xml
2017-11-20	2017-07-07	Rafa Hernández	policies/src/main/java/org/flyve/policies/manager/AndroidPolicies.java
2018-02-24	2018-11-28	Rafa Hernandez	policies/src/main/java/org/flyve/policies/manager/CustomPolicies.java
2018-01-18	2017-12-28	Rafa Hernandez	policies/src/main/java/org/flyve/policies/manager/DeviceLockedController.java
2018-11-28	2018-11-28	Rafa Hernandez	policies/src/main/java/org/flyve/policies/utils/FlyveLog.java
2018-11-28	2018-11-28	Rafa Hernandez	policies/src/main/java/org/flyve/policies/utils/Helpers.java
2018-11-28	2018-11-28	Rafa Hernandez	policies/src/main/res/values/strings.xml
2018-11-28	2018-11-28	Rafa Hernandez	policies/src/test/java/com/workshop/policies/ExampleUnitTest.java
2018-11-28	2018-11-28	Rafa Hernandez	settings.gradle
2018-10-02	2018-06-27	Naylin Medina	yarn.lock
